date, pm10, o3, no2, so2, co
2019/11/22, 42, 6, , 3, 
2019/11/23, 43, 4, , 6, 
2019/11/24, 63, 5, , 10, 
2019/11/25, 64, 5, , 8, 
2019/11/26, 60, 5, , 8, 
2019/11/27, 68, 6, , 5, 
2019/11/28, 54, 6, , 5, 
2019/11/29, 52, 6, , 5, 
2019/11/30, 35, 8, , 6, 
2019/12/1, 43, 7, , 8, 
2019/12/2, 30, 8, , 12, 
2019/12/3, 34, 8, , 7, 
2019/12/4, 50, 2, , 14, 
2019/12/5, 82, 7, , 4, 
2019/12/6, 56, 3, , 6, 
2019/12/7, 65, 6, , 5, 
2019/12/9, 77, 3, , 9, 
2019/12/11, 23, 2, , 6, 
2019/12/12, 45, , , 10, 
2019/12/13, 70, , , 12, 
2019/12/14, 75, , , 6, 
2019/12/15, 45, , , 8, 
2019/12/16, 60, , , 16, 
2019/12/17, 48, , , 5, 
2019/12/18, 55, , , 15, 
2019/12/19, 80, , , 11, 
2019/12/20, 72, , , 12, 
2019/12/21, 76, , , 7, 
2019/12/22, 64, , , 8, 
2019/12/23, 69, , , 6, 
2019/12/24, 58, , , 5, 
2019/12/25, 35, , , 7, 
2019/12/26, 58, , , 10, 
2019/12/27, 66, , , 10, 
2019/12/28, 57, , , 8, 
2019/12/29, 43, , , 5, 
2019/12/30, 29, , , , 
2019/7/2, 32, 17, , 1, 
2019/7/3, 28, 21, , 1, 
2019/7/4, 13, 20, , 1, 
2019/7/5, 16, 13, , 1, 
2019/7/6, 14, 21, , 1, 
2019/7/7, 20, 14, , 2, 
2019/7/8, 18, 17, , 1, 
2019/7/9, 12, 18, , 2, 
2019/7/10, 19, 16, , 1, 
2019/7/11, 22, 19, , 1, 
2019/7/12, 12, 19, , 1, 
2019/7/13, 8, 17, , 1, 
2019/7/14, 14, 20, , 1, 
2019/7/15, 15, 24, , 1, 
2019/7/16, 16, 17, , 1, 
2019/7/17, 14, 20, , 1, 
2019/7/18, 11, 11, , 1, 
2019/7/19, 15, 8, , 1, 
2019/7/20, 12, 17, , 1, 
2019/7/21, 6, 21, , 1, 
2019/7/22, 11, 16, , 1, 
2019/7/23, 7, 5, , 1, 
2019/7/24, 8, 8, , 1, 
2019/7/25, 10, 21, , , 
2019/7/26, 9, 18, , , 
2019/7/27, 9, 22, , , 
2019/7/28, 14, 16, , , 
2019/7/29, 6, 6, , , 
2019/7/30, 9, 5, , , 
2019/7/31, 15, 10, , 2, 
2019/8/1, 64, 14, , 2, 
2019/8/2, 72, 13, , , 
2019/8/3, 74, 15, , , 
2019/8/4, 71, 15, , 2, 
2019/8/5, 71, 10, , 1, 
2019/8/6, 34, 4, , 1, 
2019/8/7, 18, 15, , , 
2019/8/8, 20, 9, , , 
2019/8/9, 52, 7, , 1, 
2019/8/10, 15, 9, , 1, 
2019/8/11, 35, 18, , 1, 
2019/8/12, 55, 13, , , 
2019/8/13, 22, 10, , 1, 
2019/8/14, 36, 11, , 1, 
2019/8/15, 40, 11, , , 
2019/8/16, 24, 8, , 2, 
2019/8/17, 35, 2, , 1, 
2019/8/18, 56, , , , 
2019/8/19, 27, , , , 
2019/8/20, 33, , , , 
2019/8/21, 35, , , 2, 
2019/8/22, 56, , , 1, 
2019/8/23, 59, , , 1, 
2019/8/24, 43, , , , 
2019/8/25, 25, , , 1, 
2019/8/26, 49, , , 1, 
2019/8/27, 46, , , , 
2019/8/28, 46, , , 3, 
2019/8/29, 44, 6, , 4, 
2019/8/30, 71, 9, , 3, 
2019/8/31, 77, 11, , 1, 
2019/9/1, 77, 12, , 1, 
2019/9/2, 79, 7, , 2, 
2019/9/3, 93, 21, , , 
2019/9/4, 77, 23, , 1, 
2019/9/5, 78, 8, , 2, 
2019/9/6, 69, 10, , 1, 
2019/9/7, 52, 9, , 1, 
2019/9/8, 25, 10, , 1, 
2019/9/9, 31, 10, , 1, 
2019/9/10, 37, 12, , 1, 
2019/9/11, 59, 24, , , 
2019/9/12, 72, 22, , , 
2019/9/13, 33, 8, , 2, 
2019/9/14, 43, 8, , 5, 
2019/9/15, 66, 10, , 2, 
2019/9/16, 40, 8, , 4, 
2019/9/17, 81, 11, , 1, 
2019/9/18, 51, 9, , 1, 
2019/9/19, 77, 6, , 2, 
2019/9/20, 83, 6, , 2, 
2019/9/21, 78, , , , 
2019/9/24, 62, 10, , 1, 
2019/9/25, 123, 9, , 1, 
2019/9/26, 100, 12, , 1, 
2019/9/27, 100, 12, , 2, 
2019/9/28, 92, 14, , , 
2019/9/29, 25, 15, , , 
2019/9/30, 6, 13, , , 
2019/10/1, 4, 6, , , 
2019/4/2, 63, 13, , 5, 
2019/4/3, 65, 16, , 8, 
2019/4/4, 115, 18, , 9, 
2019/4/5, 30, 20, , 5, 
2019/4/6, 50, 17, , 4, 
2019/4/7, 21, 15, , 3, 
2019/4/8, 10, 16, , 2, 
2019/4/9, 13, 11, , 3, 
2019/4/10, 11, 16, , 2, 
2019/4/11, 12, 15, , 4, 
2019/4/12, 42, 15, , 5, 
2019/4/13, 50, 14, , 6, 
2019/4/14, 22, 12, , 7, 
2019/4/15, 30, 17, , 5, 
2019/4/16, 27, 18, , 2, 
2019/4/17, 19, 18, , 1, 
2019/4/18, 17, 19, , 1, 
2019/4/19, 16, 20, , 2, 
2019/4/20, 58, 20, , 2, 
2019/4/21, 15, 17, , 2, 
2019/4/22, 24, 18, , 2, 
2019/4/23, 19, 20, , 1, 
2019/4/24, 16, 18, , 1, 
2019/4/25, 23, 16, , 6, 
2019/4/26, 14, 17, , 1, 
2019/4/27, 35, 16, , 5, 
2019/4/28, 24, 17, , 2, 
2019/4/29, 14, 20, , 1, 
2019/4/30, 18, 17, , 2, 
2019/5/1, 17, 15, , 4, 
2019/5/2, 22, 16, , 4, 
2019/5/3, 28, 12, , 2, 
2019/5/4, 36, 21, , 1, 
2019/5/5, 32, 17, , 5, 
2019/5/6, 11, 17, , 3, 
2019/5/7, 14, 19, , 3, 
2019/5/8, 18, 18, , 4, 
2019/5/9, 30, 19, , 5, 
2019/5/10, 34, 17, , 1, 
2019/5/11, 23, 16, , 1, 
2019/5/12, 12, 14, , 5, 
2019/5/13, 12, 18, , 2, 
2019/5/14, 12, 19, , 2, 
2019/5/15, 22, 15, , 2, 
2019/5/16, 14, 21, , 2, 
2019/5/17, 10, 16, , 1, 
2019/5/18, 7, 17, , , 
2019/5/19, 10, 19, , 1, 
2019/5/20, 21, 17, , 2, 
2019/5/21, 13, 15, , 5, 
2019/5/22, 18, 16, , 5, 
2019/5/23, 42, 7, , 15, 
2019/5/24, 47, , , , 
2019/5/30, 11, 16, , 5, 
2019/5/31, 30, 16, , 2, 
2019/6/1, 25, 18, , 1, 
2019/6/2, 36, 17, , 1, 
2019/6/3, 9, 18, , 1, 
2019/6/4, 25, 17, , 1, 
2019/6/5, 9, 14, , 1, 
2019/6/6, 22, 14, , 1, 
2019/6/7, 29, 16, , , 
2019/6/8, 15, 16, , 2, 
2019/6/9, 20, 17, , 1, 
2019/6/10, 27, 17, , 1, 
2019/6/11, 31, 22, , 3, 
2019/6/12, 24, 18, , 1, 
2019/6/13, 22, 17, , 2, 
2019/6/14, 24, 20, , 1, 
2019/6/15, 28, 27, , 1, 
2019/6/16, 72, 22, , 1, 
2019/6/17, 12, 12, , 1, 
2019/6/18, 8, 14, , 1, 
2019/6/19, 13, 18, , 1, 
2019/6/20, 16, 22, , 1, 
2019/6/21, 21, 22, , 2, 
2019/6/22, 30, 19, , 1, 
2019/6/23, 33, 22, , 1, 
2019/6/24, 38, 20, , , 
2019/6/25, 30, 12, , 2, 
2019/6/26, 30, 16, , 1, 
2019/6/27, 36, 13, , 1, 
2019/6/28, 31, 17, , 1, 
2019/6/29, 16, 13, , 1, 
2019/6/30, 25, 15, , 1, 
2019/7/1, 33, 10, , 3, 
2019/1/3, 77, , , , 
2019/1/4, 119, , , , 
2019/1/5, 72, , , , 
2019/1/6, 52, , , , 
2019/1/7, 72, , , , 
2019/1/8, 103, , , , 
2019/1/9, 64, , , , 
2019/1/10, 84, , , , 
2019/1/11, 69, , , , 
2019/1/12, 73, , , , 
2019/1/13, 72, , , , 
2019/1/14, 63, , , , 
2019/1/15, 44, , , , 
2019/1/16, 103, , , , 
2019/1/17, 84, , , , 
2019/1/18, 80, , , , 
2019/1/19, 85, , , , 
2019/1/20, 92, , , , 
2019/1/21, 90, , , , 
2019/1/22, 80, , , , 
2019/1/23, 181, , , , 
2019/1/24, 77, , , , 
2019/1/25, 58, , , , 
2019/1/26, 71, , , , 
2019/1/27, 55, , , , 
2019/1/28, 37, , , , 
2019/1/29, 70, , , , 
2019/1/30, 66, , , , 
2019/1/31, 81, , , , 
2019/2/1, 96, , , , 
2019/2/2, 100, , , , 
2019/2/3, 72, , , , 
2019/2/4, 72, 11, , 6, 
2019/2/5, 93, 14, , 3, 
2019/2/6, 66, 16, , 3, 
2019/2/7, 49, 8, , 9, 
2019/2/8, 80, 14, , 5, 
2019/2/9, 67, 15, , 3, 
2019/2/10, 63, 15, , 3, 
2019/2/11, 65, 11, , 4, 
2019/2/12, 73, 13, , 5, 
2019/2/13, 60, 12, 11, 5, 
2019/2/14, 67, 11, 10, 7, 
2019/2/15, 76, 12, 10, 5, 
2019/2/16, 70, 13, 8, 4, 
2019/2/17, 60, 11, 14, 6, 
2019/2/18, 73, 11, 11, 5, 
2019/2/19, 75, 9, 12, 6, 
2019/2/20, 79, 10, 11, 7, 
2019/2/21, 79, 7, 14, 11, 
2019/2/22, 85, 10, 10, 7, 
2019/2/23, 76, 11, 11, 8, 
2019/2/24, 75, 11, 9, 5, 
2019/2/25, 63, 11, 9, 4, 
2019/2/26, 62, 12, 8, 5, 
2019/2/27, 71, 9, 10, 9, 
2019/2/28, 71, 10, 9, 6, 
2019/3/1, 67, 10, 7, 7, 
2019/3/2, 68, 10, , 7, 
2019/3/3, 79, 9, , 11, 
2019/3/4, 63, 6, 13, 7, 
2019/3/5, 73, 6, 11, 5, 
2019/3/6, 75, , 5, 3, 
2019/3/7, 73, , 8, 6, 
2019/3/8, 68, , 7, , 
2019/3/9, 70, , 6, 3, 
2019/3/10, 50, , 8, 4, 
2019/3/11, 60, 7, 2, 2, 
2019/3/12, 52, 15, , 2, 
2019/3/13, 68, 16, , 2, 
2019/3/14, 62, 14, , 5, 
2019/3/15, 81, 15, , 8, 
2019/3/16, 74, 11, , 8, 
2019/3/17, 74, 10, , 8, 
2019/3/18, 71, 10, 7, 7, 
2019/3/19, 77, 17, 2, , 
2019/3/20, 54, 17, , 1, 
2019/3/21, 44, 14, , 4, 
2019/3/22, 60, 19, , 4, 
2019/3/23, 60, 14, , 7, 
2019/3/24, 70, 18, , 8, 
2019/3/25, 64, 16, , 5, 
2019/3/26, 63, 19, , 7, 
2019/3/27, 67, 18, , 2, 
2019/3/28, 42, 19, , 2, 
2019/3/29, 68, 19, , 2, 
2019/3/30, 61, 18, , 4, 
2019/3/31, 64, 16, , 5, 
2019/4/1, 54, 4, , 14, 
2018/1/2, 84, 9, , 13, 
2018/1/3, 59, 6, , 11, 
2018/1/4, 76, 4, , 28, 
2018/1/5, 111, 2, , 36, 
2018/1/6, 139, 4, , 46, 
2018/1/7, 146, 13, , 31, 
2018/1/8, 100, 18, , 13, 
2018/1/9, 45, 16, , 21, 
2018/1/10, 38, 14, , 13, 
2018/1/11, 85, 7, , 24, 
2018/1/12, 109, 9, , 29, 
2018/1/13, 83, 1, , 32, 
2018/1/14, 203, 7, , 19, 
2018/1/15, 91, 11, , 17, 
2018/1/16, 65, 15, , 23, 
2018/1/17, 72, 6, , 24, 
2018/1/18, 115, 13, , 16, 
2018/1/19, 119, 15, , 15, 
2018/1/20, 53, 11, 28, 19, 
2018/1/21, 71, 10, 14, 10, 
2018/1/22, 71, , , , 
2018/1/25, 75, 8, 22, 22, 
2018/1/26, 117, 12, 15, 16, 
2018/1/27, 82, 17, 11, 12, 
2018/1/28, 49, 18, 15, 11, 
2018/1/29, 56, 12, 27, 18, 
2018/1/30, 239, 9, 29, 17, 
2018/1/31, 206, 13, 22, 16, 
2018/2/1, 95, 15, 17, 8, 
2018/2/2, 68, 7, 24, 22, 
2018/2/3, 163, , , , 
2017/10/2, 39, , , , 
2017/10/3, 43, , , , 
2017/10/5, 79, , , 28, 
2017/10/6, 89, , , 28, 
2017/10/7, 60, , , 17, 
2017/10/8, 78, , , 14, 
2017/10/9, 22, , , 19, 
2017/10/10, 40, , , 22, 
2017/10/11, 55, , , 23, 
2017/10/12, 56, , , 13, 
2017/10/13, 53, , , 10, 
2017/10/14, 63, , , 13, 
2017/10/15, 58, 17, , 11, 
2017/10/16, 68, 15, , 12, 
2017/10/17, 86, 15, , 13, 
2017/10/18, 92, 14, , 13, 
2017/10/19, 84, 15, , 12, 
2017/10/20, 75, 19, , 13, 
2017/10/21, 83, 11, , 6, 
2017/10/22, 40, 8, , 11, 
2017/10/23, 72, 15, , 5, 
2017/10/24, 49, 12, , 8, 
2017/10/25, 67, 10, , 10, 
2017/10/26, 64, 12, , 11, 
2017/10/27, 81, 15, , 5, 
2017/10/28, 30, 18, , 15, 
2017/10/29, 52, 9, , 19, 
2017/10/30, 14, 12, , 12, 
2017/10/31, 12, 12, , 10, 
2017/11/1, 11, 12, , 9, 
2017/11/2, 11, 18, , 9, 
2017/11/3, 11, 14, , 11, 
2017/11/4, 7, 9, , 13, 
2017/11/5, 9, 11, , 14, 
2017/11/6, 13, 6, , 6, 
2017/11/7, 9, , , 3, 
2017/11/8, 17, , , 6, 
2017/11/9, 11, , , 8, 
2017/11/10, 95, , , 6, 
2017/11/11, 18, , , 8, 
2017/11/12, 8, , , 9, 
2017/11/13, 15, , , 5, 
2017/11/14, 8, , , 5, 
2017/11/15, 5, , , 17, 
2017/11/16, 24, 11, , 24, 
2017/11/17, 20, 11, , 16, 
2017/11/18, 26, 9, , 17, 
2017/11/19, 41, 7, , 30, 
2017/11/20, 42, 13, , 34, 
2017/11/21, 29, 15, , 13, 
2017/11/22, 11, 10, , 10, 
2017/11/23, 8, 13, , 16, 
2017/11/24, 27, 7, , 18, 
2017/11/25, 29, 9, , 17, 
2017/11/26, 18, 10, , , 
2017/11/27, 19, 14, , , 
2017/11/28, 27, 16, , , 
2017/11/29, 16, 8, , , 
2017/11/30, 43, 6, , , 
2017/12/1, 60, 3, , , 
2017/12/2, 58, 8, , , 
2017/12/3, 29, 10, , , 
2017/12/4, 37, 5, , , 
2017/12/5, 49, 5, , , 
2017/12/6, 52, 5, , 19, 
2017/12/7, 44, 8, , 12, 
2017/12/8, 59, 4, , 14, 
2017/12/9, 140, 10, , 23, 
2017/12/10, 109, 10, , 25, 
2017/12/11, 60, 13, , 15, 
2017/12/12, 67, 13, , 18, 
2017/12/13, 50, 13, , 11, 
2017/12/14, 50, 6, , 11, 
2017/12/15, 98, 10, , 13, 
2017/12/16, 80, 9, , 15, 
2017/12/17, 105, 9, , 18, 
2017/12/18, 123, 16, , 12, 
2017/12/19, 53, 11, , 13, 
2017/12/20, 98, 3, , 20, 
2017/12/21, 128, 4, , 24, 
2017/12/22, 100, 8, , 22, 
2017/12/23, 79, 3, , 23, 
2017/12/24, 126, 7, , 24, 
2017/12/25, 94, 2, , 29, 
2017/12/26, 196, 9, , 22, 
2017/12/27, 75, 11, , 15, 
2017/12/28, 43, 14, , 17, 
2017/12/29, 41, 13, , 10, 
2017/12/30, 49, 17, , 6, 
2017/12/31, 49, , , , 
2017/7/3, 44, 25, , , 2
2017/7/4, 39, 21, , , 
2017/7/5, 49, , , , 
2017/7/6, 41, , , , 1
2017/7/7, 47, , , , 1
2017/7/8, 50, , , , 
2017/7/9, 32, , , , 
2017/7/10, 52, , , , 1
2017/7/11, 56, , , , 2
2017/7/12, 53, , , , 2
2017/7/13, 40, , , , 1
2017/7/14, 47, , , , 1
2017/7/15, 55, , , , 5
2017/7/16, 90, , , , 16
2017/7/17, 108, , , , 5
2017/7/18, 31, , , , 1
2017/7/19, 35, , , , 7
2017/7/20, 35, , , , 3
2017/7/21, 25, , , , 3
2017/7/22, 38, , , , 
2017/7/24, 38, , , , 5
2017/7/25, 28, , , , 3
2017/7/26, 8, , , , 2
2017/7/27, 6, , , , 2
2017/7/28, 11, , , , 3
2017/7/29, 8, , , , 
2017/7/31, 7, , , , 3
2017/8/1, 14, , , , 1
2017/8/2, 8, , , , 2
2017/8/3, 7, , , , 3
2017/8/4, 5, , , , 3
2017/8/5, 10, , , , 3
2017/8/6, 8, , , , 2
2017/8/7, 6, , , , 
2017/8/8, 5, , , , 1
2017/8/9, 5, , , , 2
2017/8/10, 4, , , , 1
2017/8/11, 44, , , , 3
2017/8/12, 20, , , , 2
2017/8/13, 42, , , , 1
2017/8/14, 33, , , , 1
2017/8/15, 26, , , , 2
2017/8/16, 25, , , , 5
2017/8/17, 19, , , , 4
2017/8/18, 28, , , , 1
2017/8/19, 22, , , , 2
2017/8/20, 29, , , , 1
2017/8/21, 16, , , , 
2017/8/22, 42, , , , 
2017/8/24, 20, , 14, 4, 1
2017/8/25, 36, , 12, 6, 3
2017/8/26, 446, , 12, 6, 9
2017/8/27, 55, , 6, , 
2017/8/28, 21, , 11, 8, 1
2017/8/29, 40, , 11, 16, 4
2017/8/30, 49, , , , 6
2017/8/31, 57, , , , 5
2017/9/1, 54, , , , 2
2017/9/2, 50, , , , 2
2017/9/3, 25, , , , 3
2017/9/4, 42, , , , 2
2017/9/5, 20, , , , 3
2017/9/6, 33, , , , 5
2017/9/7, 41, , , , 
2017/9/12, 41, , , , 
2017/9/13, 45, , , , 
2017/9/14, 59, , , , 
2017/9/15, 65, , , , 
2017/9/16, 53, , , , 
2017/9/17, 47, , , , 
2017/9/18, 59, , , , 
2017/9/19, 53, , , , 
2017/9/20, 56, , , , 
2017/9/21, 61, , , , 
2017/9/22, 72, , , , 
2017/4/2, 70, , , 3, 
2017/4/3, 65, , , 2, 
2017/4/4, 49, , , 29, 
2017/4/5, 73, , , 53, 
2017/4/6, 43, , , 22, 
2017/4/7, 64, , , 24, 
2017/4/8, 64, , , 23, 
2017/4/9, 57, , , 36, 
2017/4/10, 61, , , 39, 
2017/4/11, 56, , , 28, 
2017/4/12, 54, , , 44, 
2017/4/13, 70, , , 39, 
2017/4/14, 74, , , 9, 
2017/4/15, 69, , , , 
2017/4/16, 61, , , , 
2017/4/17, 41, , , 3, 
2017/4/18, 31, , , 22, 
2017/4/19, 149, , , 6, 
2017/4/20, 38, , , 16, 
2017/4/21, 34, , , 22, 
2017/4/22, 55, , , 12, 
2017/4/23, 33, , , , 
2017/4/24, 40, , , 20, 
2017/4/25, 39, , , 22, 
2017/4/26, 44, , , 38, 
2017/4/27, 43, , , 44, 
2017/4/28, 68, , , 57, 
2017/4/29, 67, , , , 
2017/4/30, 71, , , , 
2017/5/1, 72, , , , 
2017/5/2, 109, , , , 
2017/5/3, 106, , , , 
2017/5/4, 77, , , , 
2017/5/5, 39, , , , 
2017/5/6, 41, , , , 
2017/5/7, 62, , , , 
2017/5/8, 68, , , , 
2017/5/9, 104, , , , 
2017/5/10, 44, , , , 
2017/5/14, 58, , , , 
2017/5/15, 36, , , , 
2017/5/16, 61, , , , 
2017/5/17, 72, , , , 
2017/5/18, 107, , , , 
2017/5/24, 64, , , , 
2017/5/25, 67, , , , 
2017/5/26, 58, , , , 
2017/5/30, 61, , , , 
2017/5/31, 47, , , , 
2017/6/5, 55, 16, 13, 31, 6
2017/6/6, 48, , , , 
2017/6/9, 57, 15, 13, 31, 6
2017/6/10, 73, , , , 
2017/6/11, 78, , , , 
2017/6/12, 79, , , , 
2017/6/13, 85, , , , 
2017/6/14, 87, , , , 
2017/6/15, 80, , , , 
2017/6/16, 64, , , , 
2017/6/17, 55, , , , 
2017/6/18, 55, , , , 
2017/6/19, 81, , , , 
2017/6/20, 66, , , , 
2017/6/21, 28, 6, , , 
2017/6/22, 30, 19, , , 7
2017/6/23, 25, 20, , , 4
2017/6/24, 42, 26, , , 1
2017/6/25, 36, 26, , , 1
2017/6/26, 40, 30, , , 1
2017/6/27, 54, 31, , , 2
2017/6/28, 65, 28, , , 6
2017/6/29, 66, 14, , , 4
2017/6/30, 63, , , , 
2017/1/3, 86, , , , 
2017/1/4, 229, , , , 
2017/1/5, 46, , , , 
2017/1/6, 53, , , , 
2017/1/7, 82, , , , 
2017/1/8, 73, , , , 
2017/1/9, 78, , , , 
2017/1/10, 73, , , , 
2017/1/11, 112, , , , 
2017/1/12, 152, , , , 
2017/1/13, 166, , , , 
2017/1/14, 88, , , , 
2017/1/15, 28, , , , 
2017/1/16, 47, , , , 
2017/1/17, 75, , , , 
2017/1/18, 101, , , , 
2017/1/19, 104, , , , 
2017/1/20, 134, , , , 
2017/1/21, 92, , , , 
2017/1/22, 107, , , , 
2017/1/23, 69, , , , 
2017/1/24, 48, , , , 
2017/1/25, 36, , , , 
2017/1/26, 49, , , , 
2017/1/27, 63, , , , 
2017/1/28, 96, , , , 
2017/1/29, 42, , , , 
2017/1/30, 44, , , , 
2017/1/31, 64, , , , 
2017/2/1, 103, , , , 
2017/2/2, 79, , , , 
2017/2/3, 54, , , , 
2017/2/4, 73, , , , 
2017/2/5, 87, , , , 
2017/2/6, 68, , , , 
2017/2/7, 31, , , , 
2017/2/8, 42, , , , 
2017/2/9, 73, , , , 
2017/2/10, 85, , , , 
2017/2/11, 69, , , , 
2017/2/12, 52, , , , 
2017/2/13, 71, , , , 
2017/2/14, 40, , , , 
2017/2/15, 67, , , , 
2017/2/16, 49, , , , 
2017/2/17, 61, , , , 
2017/2/18, 62, , , , 
2017/2/19, 58, , , , 
2017/2/20, 31, , , , 
2017/2/21, 49, , , , 
2017/2/22, 55, , , , 
2017/2/23, 54, , , , 
2017/2/24, 54, , , 55, 
2017/2/25, 80, , , 61, 
2017/2/26, 87, , , , 
2017/2/27, 52, , , , 
2017/2/28, 56, , , , 
2017/3/1, 44, , , , 
2017/3/2, 66, , , , 
2017/3/3, 50, , , , 
2017/3/4, 43, , , , 
2017/3/5, 32, , , , 
2017/3/6, 38, , , , 
2017/3/7, 24, , , , 
2017/3/8, 45, , , , 
2017/3/9, 51, , , , 
2017/3/10, 54, , , 28, 
2017/3/11, 57, , , 17, 
2017/3/12, 39, , , 15, 
2017/3/13, 51, , , 17, 
2017/3/14, 50, , , 14, 
2017/3/15, 54, , , 23, 
2017/3/16, 48, , , 26, 
2017/3/17, 48, , , 10, 
2017/3/18, 63, , , 15, 
2017/3/19, 45, , , 3, 
2017/3/20, 48, , , 19, 
2017/3/21, 46, , , 27, 
2017/3/22, 51, , , 14, 
2017/3/23, 58, , , 2, 
2017/3/24, 44, , , , 
2017/3/25, 47, , , 4, 
2017/3/26, 56, , , 30, 
2017/3/27, 45, , , 52, 
2017/3/28, 54, , , 15, 
2017/3/29, 65, , , 5, 
2017/3/30, 52, , , 13, 
2017/3/31, 51, , , 4, 
2017/4/1, 56, , , 9, 
2016/10/2, 7, , , , 
2016/10/3, 10, , , , 
2016/10/4, 11, , , , 
2016/10/5, 8, , , , 
2016/10/6, 10, , , , 
2016/10/7, 9, , , , 
2016/10/8, 8, , , , 
2016/10/9, 12, , , , 
2016/10/10, 9, , , , 
2016/10/11, 9, , , , 
2016/10/12, 10, , , , 
2016/10/13, 53, , , , 
2016/10/14, 63, , , , 
2016/10/15, 75, , , , 
2016/10/16, 77, , , , 
2016/10/17, 32, , , , 
2016/10/18, 43, , , , 
2016/10/19, 61, , , , 
2016/10/20, 38, , , , 
2016/10/21, 44, , , , 
2016/10/22, 44, , , , 
2016/10/23, 47, , , , 
2016/10/24, 59, , , , 
2016/10/25, 37, , , , 
2016/10/26, 36, , , , 
2016/10/27, 46, , , , 
2016/10/28, 69, , , , 
2016/10/29, 52, , , , 
2016/10/30, 58, , , , 
2016/10/31, 52, , , , 
2016/11/1, 65, , , , 
2016/11/2, 77, , , , 
2016/11/3, 139, , , , 
2016/11/4, 140, , , , 
2016/11/5, 101, , , , 
2016/11/6, 41, , , , 
2016/11/7, 40, , , , 
2016/11/8, 45, , , , 
2016/11/9, 50, , , , 
2016/11/10, 43, , , , 
2016/11/11, 39, , , , 
2016/11/12, 66, , , , 
2016/11/13, 63, , , , 
2016/11/14, 56, , , , 
2016/11/15, 62, , , , 
2016/11/16, 52, , , , 
2016/11/17, 42, , , , 
2016/11/18, 47, , , , 
2016/11/19, 53, , , , 
2016/11/20, 48, , , , 
2016/11/21, 59, , , , 
2016/11/22, 51, , , , 
2016/11/23, 125, , , , 
2016/11/24, 155, , , , 
2016/11/25, 79, , , , 
2016/11/26, 69, , , , 
2016/11/27, 111, , , , 
2016/11/28, 82, , , , 
2016/11/29, 73, , , , 
2016/11/30, 54, , , , 
2016/12/1, 101, , , , 
2016/12/2, 121, , , , 
